# LAMMPS data file written by OVITO Basic 3.7.1
15522 atoms
3 atom types
-27.7458607603 27.7458607603 xlo xhi
-27.7458607603 27.7458607603 ylo yhi
-27.7458607603 27.7458607603 zlo zhi

Masses

1 1.008
2 15.999
3 14.007

Atoms  # atomic

1 3 8.93476 -8.32572 2.36345
2 3 8.85542 -7.38807 2.92145
3 3 3.11796 5.05506 -4.95568
4 3 3.6399 4.98655 -5.9147
5 3 8.68546 -3.68182 2.62881
6 3 9.14106 -2.7255 2.35544
7 3 -12.0908 6.06209 -3.69245
8 3 -12.462 5.2415 -3.07143
9 3 2.40953 -5.27672 5.62693
10 3 2.02952 -5.42258 6.64239
11 3 1.02305 5.60362 1.12123
12 3 -0.0696717 5.56028 1.15145
13 3 -10.4489 8.82966 -2.48289
14 3 -10.0051 8.32537 -1.61944
15 3 -11.375 -0.882229 7.75075
16 3 -11.8882 -0.996415 6.79133
17 3 0.429212 3.39826 -13.2591
18 3 -0.543155 2.90813 -13.1537
19 3 6.51888 -6.11794 -5.08236
20 3 6.7379 -5.04608 -5.08073
21 3 8.21347 -2.56428 -6.13402
22 3 9.2646 -2.86618 -6.16277
23 3 -4.80637 0.111242 -12.8759
24 3 -4.29887 -0.857266 -12.8403
25 3 -3.38321 10.8083 -7.78612
26 3 -3.79213 9.80784 -7.61653
27 3 3.78386 -2.36284 12.6379
28 3 3.18901 -1.44822 12.5576
29 3 6.54605 2.94178 4.54908
30 3 6.37786 2.99411 5.62881
31 3 9.50846 0.665572 5.15967
32 3 9.11968 0.144255 4.27994
33 3 -1.55776 -2.61495 6.72681
34 3 -2.47251 -2.27543 7.22159
35 3 6.46907 4.64933 10.0349
36 3 6.99113 5.53745 10.4031
37 3 0.432745 -0.415265 -13.1752
38 3 0.272927 -1.44434 -13.5103
39 3 6.48149 9.36003 8.22087
40 3 6.28413 8.40584 8.7182
41 3 4.94217 11.1762 -5.35868
42 3 4.60336 10.4555 -4.60858
43 3 10.9247 5.74638 4.78198
44 3 11.311 5.5986 5.79477
45 3 -3.21014 -12.6238 -4.06864
46 3 -2.15996 -12.3955 -3.8642
47 3 -3.31331 -1.1808 -4.52972
48 3 -3.55978 -0.497178 -5.3475
49 3 0.279593 -7.63372 10.4223
50 3 -0.487284 -8.36512 10.1507
51 3 -4.05358 -8.02695 1.72295
52 3 -3.87561 -7.02385 1.32428
53 3 -2.81075 10.1606 8.79203
54 3 -3.78216 10.3387 8.32143
55 3 -10.2716 3.34579 8.52443
56 3 -9.30807 3.69152 8.91034
57 3 4.5096 0.0307298 3.36843
58 3 4.05679 -0.719295 2.71325
59 3 -0.181192 4.48689 12.5088
60 3 -0.932572 3.81021 12.9264
61 3 0.918841 6.76593 -2.76354
62 3 1.0513 6.10017 -1.9056
63 3 6.88704 8.14333 0.515472
64 3 6.95912 9.13213 0.977983
65 3 10.4116 0.264852 -3.77732
66 3 11.0954 1.05065 -3.44299
67 3 3.2627 -9.29562 6.52714
68 3 4.09943 -9.18484 5.83111
69 3 -1.83186 11.1196 4.40799
70 3 -2.22948 10.1843 4.81287
71 3 -5.22622 -4.40634 -1.31003
72 3 -6.07873 -3.85076 -0.908291
73 3 0.558124 -4.48043 9.80285
74 3 0.613971 -3.43663 9.48007
75 3 2.92141 7.17623 3.00409
76 3 2.45718 7.68134 3.85626
77 3 2.32132 7.69129 -10.4087
78 3 1.47124 7.5567 -11.0841
79 3 -0.883483 4.62191 4.48409
80 3 -0.724981 5.39739 5.23931
81 3 -1.20131 2.59001 -2.53485
